,Area,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_cat,Marital_cat,Gender_cat,Churn_cat
5669,Suburban,3,19,23399.32,Never Married,Male,No,12.01345,0,45.59475,159.9476,4652.920592,1,2,1,0
5670,Suburban,0,41,15905.01,Separated,Female,No,4.292596,0,58.42233,227.4754,5227.179847,1,3,0,0
5671,Rural,3,41,44378.6,Divorced,Female,No,10.30107,0,71.55357,192.4404,6342.143374,0,0,0,0
5672,Urban,3,44,48375.59,Separated,Female,No,9.696499,0,71.04194,252.624,6462.182186,2,3,0,0
5673,Suburban,3,88,28345.06,Married,Female,No,10.1548,1,66.77188,162.497,6174.276271,1,1,0,0
5674,Urban,1,84,50270.9,Widowed,Male,No,10.51502,0,57.50673,125.0073,4866.25354,2,4,1,0
5675,Suburban,1,53,21981.45,Widowed,Male,No,7.615853,0,61.60654,149.9483,5311.628616,1,4,1,0
5676,Suburban,3,63,20532.33,Never Married,Male,No,6.69757,0,68.00844,92.5018,5785.21074,1,2,1,0
5677,Suburban,2,70,28825.12,Married,Female,No,10.7725,0,70.41492,139.9861,6104.192973,1,1,0,0
5678,Rural,1,56,135516.9,Separated,Male,No,12.02785,0,68.32614,129.9598,6335.855442,0,3,1,0
5679,Rural,0,72,19423.67,Never Married,Male,No,4.422037,0,54.71778,172.4404,5229.211184,0,2,1,0
5680,Rural,0,86,44607.35,Never Married,Male,No,19.01962,1,39.13842,134.9509,3260.745232,0,2,1,0
5681,Urban,2,48,39445.97,Widowed,Female,No,10.97816,0,57.49365,142.4713,5473.390798,2,4,0,0
5682,Urban,3,25,44804.59,Divorced,Female,No,8.867392,2,60.23114,127.4586,5394.915308,2,0,0,0
5683,Suburban,1,56,19230.44,Separated,Male,No,8.723478,0,47.55305,169.9447,4217.907706,1,3,1,0
5684,Urban,3,85,70395.54,Widowed,Female,No,6.1871,0,67.72122,275.1198,6149.65603,2,4,0,0
5685,Rural,1,46,25683.78,Divorced,Male,No,9.444243,0,61.94735,277.6513,5945.934734,0,0,1,0
5686,Rural,4,80,49646.02,Married,Female,No,11.63026,0,68.29684,179.9794,5867.544803,0,1,0,0
5687,Rural,2,22,103625.1,Never Married,Female,No,10.2793,0,70.30403,147.4421,6069.194377,0,2,0,0
5688,Suburban,1,68,34214.34,Divorced,Female,No,16.2496,0,37.5005,149.9928,3614.976172,1,0,0,0
5689,Rural,0,86,26267.67,Married,Female,No,10.87855,1,60.34404,169.9447,5089.775857,0,1,0,0
5690,Suburban,2,22,27464.49,Never Married,Male,No,9.827132,0,57.36372,159.9512,5095.502574,1,2,1,0
5691,Suburban,1,75,20288.57,Separated,Female,No,4.295919,0,57.50491,142.4526,5434.730554,1,3,0,0
5692,Suburban,1,32,4202.7,Never Married,Female,No,14.59844,0,42.67725,214.9525,3912.208832,1,2,0,0
5693,Rural,2,48,26005.47,Widowed,Female,No,7.680029,0,65.4426,147.4601,5524.247776,0,4,0,0
5694,Rural,1,67,91971.88,Widowed,Female,No,9.063775,0,63.15946,149.9776,5417.867266,0,4,0,0
5695,Suburban,1,23,38723.05,Widowed,Male,No,11.54518,0,65.60287,149.9928,6147.448121,1,4,1,0
5696,Urban,1,65,37091.91,Separated,Male,No,10.07092,0,70.70015,114.9509,6359.975691,2,3,1,0
5697,Rural,7,46,75795.76,Married,Female,No,14.51799,0,71.4064,202.4433,6400.696695,0,1,0,0
5698,Rural,0,67,23891.75,Divorced,Female,No,7.533135,1,51.61804,232.6415,4716.06213,0,0,0,0
5699,Suburban,1,75,33366.03,Never Married,Female,No,11.59798,1,67.40482,117.4858,5748.365703,1,2,0,0
5700,Suburban,0,20,94995.33,Separated,Female,No,7.957,0,70.62907,127.475,6045.138773,1,3,0,0
5701,Rural,0,58,15534.39,Never Married,Male,No,8.805078,0,70.64297,265.1283,6503.161137,0,2,1,0
5702,Rural,0,68,21216.13,Widowed,Female,No,11.75049,0,61.78729,247.6647,6106.678679,0,4,0,0
5703,Urban,1,63,44689.55,Widowed,Male,No,11.77649,0,66.54232,152.5022,5932.384715,2,4,1,0
5704,Urban,1,53,13631.9,Divorced,Female,No,4.529978,0,63.06195,124.9781,5268.837296,2,0,0,0
5705,Suburban,2,28,70312.37,Widowed,Male,No,11.25449,1,70.22928,197.484,6865.467972,1,4,1,0
5706,Rural,3,34,8758.69,Separated,Male,No,7.524412,0,63.06098,150.0208,5716.051522,0,3,1,0
5707,Rural,2,37,19872.48,Divorced,Male,Yes,9.445157,0,56.31481,255.1372,5401.877883,0,0,1,1
5708,Rural,1,39,110579.2,Divorced,Female,No,10.62755,0,55.69627,210.1563,5230.495459,0,0,0,0
5709,Urban,0,57,12602.8,Widowed,Male,No,13.71294,0,66.00149,240.1149,5956.933654,2,4,1,0
5710,Urban,8,23,26909.8,Never Married,Male,No,6.625411,2,60.37442,172.4705,6089.889713,2,2,1,0
5711,Rural,0,56,23021.26,Separated,Male,No,5.401204,0,66.19811,149.9741,6136.96562,0,3,1,0
5712,Urban,1,88,151181.8,Divorced,Female,No,6.918882,1,47.6364,159.9942,4121.77937,2,0,0,0
5713,Urban,0,54,87268.6,Widowed,Male,No,8.304825,0,54.69435,257.6841,5298.949356,2,4,1,0
5714,Rural,2,61,954.43,Divorced,Female,No,6.440184,1,63.05421,172.4404,5962.861013,0,0,0,0
5715,Rural,0,71,36171.71,Never Married,Male,No,9.638183,0,54.78051,132.466,5151.21569,0,2,1,0
5716,Urban,1,72,16643.07,Married,Female,No,10.75837,0,55.38418,159.983,4675.756402,2,1,0,0
5717,Rural,2,65,36242.89,Separated,Male,No,11.27386,0,47.40586,149.989,4281.425931,0,3,1,0
5718,Rural,0,40,19218.35,Divorced,Male,No,7.027042,0,65.45306,187.4811,6374.103135,0,0,1,0
5719,Urban,3,83,29762.63,Never Married,Nonbinary,No,10.76461,1,71.7712,127.4887,6101.516217,2,2,2,0
5720,Suburban,1,88,12344.99,Never Married,Male,No,7.595239,0,69.15481,137.4872,5739.929828,1,2,1,0
5721,Urban,0,48,37586.34,Widowed,Female,No,11.65895,0,54.67054,167.4564,4647.66648,2,4,0,0
5722,Suburban,7,33,33934.52,Married,Female,No,10.49951,0,51.48861,202.4433,4811.298513,1,1,0,0
5723,Urban,3,37,67720.61,Widowed,Female,No,8.291987,0,61.0588,157.4698,5209.85908,2,4,0,0
5724,Suburban,0,70,33818.46,Widowed,Male,No,6.601658,0,57.65975,117.4686,5319.498579,1,4,1,0
5725,Rural,2,31,2526.17,Widowed,Male,No,6.130902,1,53.12753,182.4653,4861.72144,0,4,1,0
5726,Rural,6,31,28436.06,Married,Female,No,6.622338,0,70.49565,139.9349,6722.143611,0,1,0,0
5727,Urban,0,55,10326.88,Never Married,Male,No,11.89907,0,50.42623,172.4579,4533.008494,2,2,1,0
5728,Suburban,1,80,24964.32,Married,Female,No,10.04016,0,58.74129,127.4958,4901.491925,1,1,0,0
5729,Urban,3,76,32161.46,Widowed,Female,No,7.419786,0,52.65622,182.497,4643.51863,2,4,0,0
5730,Suburban,3,28,39496.24,Divorced,Female,No,11.24098,0,54.01225,79.97886,4585.713564,1,0,0,0
5731,Rural,2,27,33704.46,Married,Male,No,15.17072,0,65.95332,142.4713,6282.463563,0,1,1,0
5732,Suburban,8,77,26636.01,Never Married,Female,No,9.659487,0,63.01903,139.9349,6020.277207,1,2,0,0
5733,Suburban,0,52,14352.01,Separated,Male,No,8.54404,1,71.00745,132.466,6543.110379,1,3,1,0
5734,Suburban,0,49,9043.47,Separated,Male,No,11.33568,2,71.02256,104.9781,6399.222377,1,3,1,0
5735,Urban,2,20,9516.26,Separated,Female,No,8.533536,0,42.80596,255.1336,4784.796994,2,3,0,0
5736,Rural,4,41,22112.6,Separated,Female,No,12.90165,1,62.15286,172.4579,5615.849093,0,3,0,0
5737,Suburban,0,53,71367.15,Separated,Female,No,12.19855,0,50.89715,229.9931,4646.442659,1,3,0,0
5738,Urban,1,48,32177.35,Divorced,Male,No,13.70607,1,57.20095,159.9512,4966.136132,2,0,1,0
5739,Rural,3,53,20041.91,Divorced,Male,No,10.74356,1,64.98806,162.4653,6205.696339,0,0,1,0
5740,Rural,1,82,59338.19,Married,Male,No,10.45413,0,60.32779,137.4872,5036.334729,0,1,1,0
5741,Suburban,4,79,29254.96,Divorced,Male,No,13.64677,0,64.47076,159.9476,6033.647017,1,0,1,0
5742,Rural,1,66,49519.95,Widowed,Female,No,2.818423,0,60.16687,172.4567,5553.300748,0,4,0,0
5743,Suburban,2,18,33028.82,Divorced,Female,No,12.67905,0,69.76805,162.4653,6599.040223,1,0,0,0
5744,Urban,6,72,19527.71,Divorced,Female,No,11.89135,1,64.44445,112.4844,5460.550342,2,0,0,0
5745,Urban,0,52,33425.04,Separated,Female,No,6.580222,1,71.00882,187.4811,6742.932022,2,3,0,0
5746,Rural,4,76,68192.09,Never Married,Female,No,13.94776,0,67.93006,255.1198,6640.554732,0,2,0,0
5747,Urban,3,49,51058.06,Married,Male,Yes,5.379363,1,52.51777,235.1417,5463.709926,2,1,1,1
5748,Urban,9,47,31344.35,Never Married,Female,No,13.87639,0,69.5048,184.9785,6391.573253,2,2,0,0
5749,Urban,2,76,35825.11,Separated,Male,No,12.10925,0,43.86844,152.4907,3992.718989,2,3,1,0
5750,Urban,0,23,71070.02,Divorced,Male,No,9.592831,1,64.44732,149.9447,6093.091927,2,0,1,0
5751,Rural,2,68,23670.0,Divorced,Female,No,9.303023,0,64.12634,139.983,5849.463694,0,0,0,0
5752,Suburban,9,38,17845.39,Separated,Female,No,13.3707,0,61.80743,129.9483,5989.985996,1,3,0,0
5753,Urban,1,89,26652.94,Widowed,Female,No,7.951989,0,59.71663,147.4738,4970.688189,2,4,0,0
5754,Suburban,8,73,59640.61,Widowed,Female,No,9.281101,2,66.60766,144.9889,6398.11875,1,4,0,0
5755,Urban,2,33,27059.29,Married,Female,No,11.13076,0,60.8744,137.4686,5269.998748,2,1,0,0
5756,Suburban,3,69,79594.91,Separated,Female,No,9.604892,0,47.43916,129.9483,4526.335532,1,3,0,0
5757,Urban,0,24,21531.39,Separated,Male,No,8.289386,0,62.04664,114.9509,5754.564928,2,3,1,0
5758,Urban,1,78,74885.9,Never Married,Female,No,4.83352,0,62.56058,132.4798,5830.300597,2,2,0,0
5759,Rural,0,77,26011.14,Never Married,Male,No,6.464209,0,66.05097,222.65,5983.812869,0,2,1,0
5760,Urban,0,28,62820.43,Separated,Male,No,5.416075,0,62.75224,107.4958,5865.625146,2,3,1,0
5761,Urban,0,26,13665.81,Divorced,Male,No,5.101935,1,57.13921,134.9801,5004.36005,2,0,1,0
5762,Urban,0,59,41102.74,Separated,Female,No,11.03032,0,70.97645,112.4551,5781.732,2,3,0,0
5763,Suburban,0,24,17280.46,Separated,Female,No,9.980935,0,51.27317,159.9476,4927.165029,1,3,0,0
5764,Urban,2,71,16028.17,Married,Male,No,10.79407,0,67.75314,267.6427,6713.081591,2,1,1,0
5765,Rural,2,65,78464.32,Widowed,Male,Yes,7.9119,1,52.29353,175.1331,4797.122065,0,4,1,1
5766,Urban,1,88,65204.61,Divorced,Male,No,10.77849,0,54.7075,114.9509,4974.163846,2,0,1,0
5767,Urban,1,19,41237.45,Separated,Male,No,9.762623,0,61.74103,149.9621,5514.944335,2,3,1,0
5768,Rural,0,44,43864.93,Widowed,Male,No,8.590621,3,65.12119,262.6106,6021.415503,0,4,1,0
5769,Suburban,2,67,5096.68,Married,Male,No,7.235107,0,54.76926,225.1786,5252.083564,1,1,1,0
5770,Urban,0,62,39830.33,Widowed,Female,No,4.789545,1,70.18932,232.6378,6735.268525,2,4,0,0
5771,Suburban,2,43,46515.2,Divorced,Female,No,6.029557,0,61.30642,129.9915,5771.251702,1,0,0,0
5772,Urban,2,26,17602.49,Widowed,Female,No,7.880869,0,63.28674,139.9349,6024.715109,2,4,0,0
5773,Rural,0,82,38203.16,Married,Male,No,10.38934,0,59.1618,114.9728,4895.745165,0,1,1,0
5774,Urban,4,41,35600.06,Separated,Female,No,11.03469,0,58.78687,139.983,5562.051941,2,3,0,0
5775,Rural,0,46,36435.66,Divorced,Female,No,11.71392,0,65.70769,265.1283,6091.064644,0,0,0,0
5776,Urban,3,21,30431.48,Married,Female,No,8.782589,1,63.45489,184.9496,6161.945348,2,1,0,0
5777,Urban,0,33,13599.19,Married,Male,No,7.645128,0,68.41013,169.9447,5971.515636,2,1,1,0
5778,Suburban,10,39,27140.46,Widowed,Male,No,8.893054,1,70.23949,172.4624,6484.787518,1,4,1,0
5779,Urban,0,62,161251.0,Separated,Male,Yes,10.05354,0,56.32645,235.1417,5640.808851,2,3,1,1
5780,Urban,0,63,53320.87,Never Married,Male,No,16.07996,1,57.67289,114.9658,4920.518248,2,2,1,0
5781,Suburban,1,80,32687.28,Never Married,Male,No,3.518516,0,60.82718,247.6647,6066.504159,1,2,1,0
5782,Urban,1,18,23570.06,Separated,Male,No,5.750742,0,69.76544,127.4887,6174.824996,2,3,1,0
5783,Urban,0,58,49336.26,Widowed,Male,No,15.38413,1,66.63219,127.4421,6084.511649,2,4,1,0
5784,Urban,2,54,18407.87,Married,Female,No,7.394425,0,70.34319,137.4392,6003.619513,2,1,0,0
5785,Urban,7,89,12747.26,Divorced,Female,No,8.458751,1,61.75654,102.4746,5237.396005,2,0,0,0
5786,Suburban,0,23,95198.64,Widowed,Female,No,12.46017,1,60.34007,182.4608,5367.056964,1,4,0,0
5787,Suburban,2,22,46466.83,Never Married,Female,No,10.32976,1,44.02354,119.9897,4031.48686,1,2,0,0
5788,Suburban,0,72,10178.42,Separated,Male,No,6.111571,0,63.66434,107.4958,5796.100318,1,3,1,0
5789,Urban,1,81,30082.5,Widowed,Female,No,10.47027,0,61.62652,179.9794,5225.360098,2,4,0,0
5790,Rural,0,56,4666.08,Married,Male,No,8.952474,0,70.17488,192.4404,6134.697014,0,1,1,0
5791,Suburban,1,28,93285.19,Widowed,Female,No,7.797079,0,61.29358,104.9923,5289.954359,1,4,0,0
5792,Suburban,1,36,52493.72,Never Married,Male,No,7.678366,0,68.01745,112.4551,5727.757032,1,2,1,0
5793,Urban,0,37,17952.0,Widowed,Female,No,11.22426,0,69.68705,207.6094,6205.48799,2,4,0,0
5794,Suburban,0,89,35559.68,Widowed,Male,No,8.845809,0,67.65646,162.5299,5824.23881,1,4,1,0
5795,Rural,4,30,50577.25,Widowed,Male,No,10.31021,1,50.09295,137.4836,4941.678785,0,4,1,0
5796,Urban,3,75,43085.55,Widowed,Male,No,12.32892,0,47.99043,175.1331,4442.533708,2,4,1,0
5797,Urban,1,46,75711.93,Married,Male,No,12.90571,0,69.14535,127.5112,5938.865925,2,1,1,0
5798,Urban,8,33,19922.88,Separated,Nonbinary,No,9.90031,1,47.91787,119.9568,4869.334092,2,3,2,0
5799,Urban,1,83,3905.36,Widowed,Male,No,4.066808,1,65.87412,147.4421,5557.721713,2,4,1,0
5800,Urban,2,77,37283.81,Widowed,Male,No,8.996808,0,59.66274,112.4551,4939.550584,2,4,1,0
5801,Suburban,0,21,212255.3,Never Married,Female,No,8.364859,1,58.50278,104.9629,5080.067605,1,2,0,0
5802,Urban,1,19,27844.19,Divorced,Male,No,7.227551,0,61.54602,174.9755,5668.159085,2,0,1,0
5803,Suburban,1,84,8293.64,Married,Female,No,8.113794,0,66.99754,192.4885,5659.937572,1,1,0,0
5804,Urban,3,56,17014.29,Widowed,Female,No,11.80986,0,69.74139,149.9598,6017.607321,2,4,0,0
5805,Suburban,2,51,49525.96,Widowed,Nonbinary,No,10.33885,0,58.91354,204.9496,5208.138235,1,4,2,0
5806,Rural,0,53,21581.2,Separated,Female,No,10.25287,1,67.61943,149.9598,5761.220242,0,3,0,0
5807,Urban,0,50,71436.4,Separated,Female,No,3.522063,0,51.22671,104.9643,4610.805566,2,3,0,0
5808,Rural,2,54,19435.67,Married,Female,No,12.36842,1,59.94889,162.4538,5641.701018,0,1,0,0
5809,Rural,3,81,15263.7,Separated,Nonbinary,No,16.4022,0,70.31022,162.5299,6074.151439,0,3,2,0
5810,Urban,1,26,48071.63,Divorced,Female,No,9.245843,0,59.6057,182.447,5247.01062,2,0,0,0
5811,Suburban,3,32,58057.2,Married,Female,No,10.74677,2,44.89823,194.9768,4183.048936,1,1,0,0
5812,Suburban,4,72,29830.87,Never Married,Female,No,12.83369,0,50.98192,169.9378,4477.609834,1,2,0,0
5813,Urban,3,88,57580.18,Never Married,Male,No,7.378299,0,56.88725,182.4433,5445.967827,2,2,1,0
5814,Suburban,4,70,12621.78,Separated,Female,No,2.911116,0,61.33886,164.967,5871.888679,1,3,0,0
5815,Rural,1,84,48689.21,Divorced,Male,No,15.49091,0,47.96511,117.5152,4181.676431,0,0,1,0
5816,Rural,1,75,48524.09,Married,Male,Yes,7.516963,0,54.23273,252.624,4968.719293,0,1,1,1
5817,Urban,4,77,32773.01,Married,Female,No,13.44778,0,57.78109,124.9643,4768.978651,2,1,0,0
5818,Suburban,0,65,27535.44,Never Married,Male,No,9.233939,0,67.90183,252.6378,6171.559833,1,2,1,0
5819,Urban,3,26,41514.67,Separated,Male,No,8.370994,1,62.24788,104.9781,5848.006408,2,3,1,0
5820,Rural,4,62,33247.66,Married,Male,No,17.10685,0,66.70369,137.4684,5859.752162,0,1,1,0
5821,Urban,1,20,17163.24,Widowed,Female,No,7.175714,1,62.32519,174.9919,5555.86987,2,4,0,0
5822,Suburban,0,21,9572.9,Separated,Female,No,7.144953,0,60.04073,159.9512,5174.273895,1,3,0,0
5823,Urban,2,37,4874.95,Divorced,Female,No,6.720424,1,68.07677,147.4421,5837.517911,2,0,0,0
5824,Urban,3,79,30057.73,Married,Female,No,17.30888,0,59.79068,129.9621,5586.42851,2,1,0,0
5825,Suburban,4,29,21616.86,Widowed,Male,No,14.41202,0,58.09895,139.9349,5698.426541,1,4,1,0
5826,Rural,0,26,13101.08,Never Married,Male,No,10.8327,0,62.11937,149.9598,5481.366195,0,2,1,0
5827,Urban,2,52,32007.27,Separated,Male,No,10.72061,0,44.39429,152.4798,4091.382815,2,3,1,0
5828,Rural,0,23,23704.58,Divorced,Male,No,9.787662,1,71.30912,235.1884,6667.97528,0,0,1,0
5829,Rural,3,39,6536.16,Divorced,Female,No,12.67033,0,62.04916,139.965,5866.495925,0,0,0,0
5830,Urban,1,32,27450.44,Never Married,Male,No,11.05688,0,67.19295,154.9919,6411.160905,2,2,1,0
5831,Suburban,0,84,39086.8,Separated,Female,No,14.03612,0,63.28078,187.656,5611.622091,1,3,0,0
5832,Rural,0,29,16604.79,Separated,Male,No,11.78548,0,71.58072,129.9483,6590.287954,0,3,1,0
5833,Urban,5,43,32669.61,Widowed,Male,No,4.866722,0,68.63236,114.9509,6385.814454,2,4,1,0
5834,Rural,6,85,36674.22,Divorced,Male,No,9.698319,0,65.3851,165.0182,5902.542522,0,0,1,0
5835,Suburban,1,39,70057.28,Never Married,Female,No,9.758572,0,64.12772,139.9678,5611.04531,1,2,0,0
5836,Urban,0,36,24120.92,Widowed,Male,No,12.57727,0,69.97238,245.147,6854.114445,2,4,1,0
5837,Suburban,0,56,52869.22,Widowed,Female,Yes,11.26354,0,57.44027,245.1612,5385.186807,1,4,0,1
5838,Urban,0,18,37829.04,Never Married,Female,No,5.543502,0,50.46018,177.4876,5066.934116,2,2,0,0
5839,Rural,2,77,22328.55,Married,Male,No,8.932966,0,62.18037,184.9647,5479.036356,0,1,1,0
5840,Urban,1,79,75196.45,Widowed,Female,No,8.388368,0,61.82935,139.9875,5562.421296,2,4,0,0
5841,Rural,1,33,33851.87,Never Married,Male,No,7.973509,1,60.69462,114.9976,5316.712002,0,2,1,0
5842,Urban,3,56,62276.09,Separated,Female,No,9.675976,0,61.85233,214.9525,5466.255604,2,3,0,0
5843,Urban,0,88,26999.2,Divorced,Male,No,9.573997,0,57.17893,124.9781,4723.54426,2,0,1,0
5844,Rural,0,61,21558.19,Divorced,Male,No,11.5891,1,69.95421,82.49655,5848.90356,0,0,1,0
5845,Rural,1,50,15215.24,Widowed,Female,No,8.94767,2,59.21586,139.983,5475.340643,0,4,0,0
5846,Urban,1,57,22713.63,Divorced,Female,No,10.0785,1,69.09557,149.9913,6017.868507,2,0,0,0
5847,Urban,1,43,51466.52,Married,Male,Yes,8.990901,0,47.83008,255.1372,4656.200883,2,1,1,1
5848,Rural,3,67,11489.41,Widowed,Male,No,12.11043,0,71.39166,187.6094,6799.703331,0,4,1,0
5849,Suburban,1,53,30848.77,Widowed,Male,Yes,7.908414,0,63.07092,222.6362,5768.283353,1,4,1,1
5850,Suburban,0,86,67611.32,Never Married,Female,No,9.049913,0,53.75074,202.6362,5232.068649,1,2,0,0
5851,Suburban,1,25,27938.0,Separated,Nonbinary,No,15.10873,0,63.67009,159.9349,5576.065751,1,3,2,0
5852,Urban,1,60,120330.5,Separated,Male,No,10.03591,1,40.76616,184.9963,3832.149233,2,3,1,0
5853,Urban,10,21,97769.66,Never Married,Female,No,5.148114,0,60.54883,149.9707,5617.743323,2,2,0,0
5854,Urban,4,77,16257.75,Divorced,Male,No,12.16038,1,54.24636,149.9913,4874.991387,2,0,1,0
5855,Urban,1,30,11106.05,Widowed,Female,No,9.1295,0,62.39739,117.472,5404.784064,2,4,0,0
5856,Urban,2,51,13256.25,Never Married,Male,No,10.35114,2,67.29466,114.9838,5748.451595,2,2,1,0
5857,Urban,2,70,38179.17,Widowed,Female,No,3.245984,0,68.14379,127.4738,6167.764392,2,4,0,0
5858,Rural,3,58,27204.24,Widowed,Female,No,11.6689,0,69.29855,192.4885,5995.290634,0,4,0,0
5859,Urban,0,30,20273.75,Separated,Male,No,10.7285,0,47.78655,172.4441,4317.862166,2,3,1,0
5860,Rural,1,84,14730.41,Separated,Female,No,14.25669,0,48.44746,192.4404,4246.327693,0,3,0,0
5861,Urban,4,62,36139.18,Married,Male,Yes,6.147368,2,44.99139,257.6513,5009.989918,2,1,1,1
5862,Suburban,1,35,58123.92,Widowed,Female,No,10.28699,0,57.56205,169.9928,4953.477077,1,4,0,0
5863,Suburban,0,19,82296.19,Married,Female,No,10.00281,1,70.00887,172.4441,6127.72243,1,1,0,0
5864,Rural,9,48,11577.65,Widowed,Female,No,13.82555,0,38.05187,194.9768,3754.322576,0,4,0,0
5865,Rural,2,43,41536.3,Never Married,Female,No,9.870099,0,67.20585,152.4441,6294.425576,0,2,0,0
5866,Rural,0,54,38613.42,Divorced,Male,No,12.62845,1,55.3519,179.9794,4851.255631,0,0,1,0
5867,Suburban,2,60,20726.52,Married,Male,Yes,7.47385,0,65.67374,210.1051,6417.345402,1,1,1,1
5868,Urban,7,74,14744.58,Divorced,Female,No,14.67896,0,64.11549,152.4441,6093.493249,2,0,0,0
5869,Urban,0,73,125041.1,Married,Male,No,5.903059,2,65.31603,172.4441,5613.208858,2,1,1,0
5870,Rural,1,27,15533.0,Divorced,Male,No,8.977927,0,39.5421,127.525,3656.35595,0,0,1,0
5871,Rural,2,79,59388.62,Widowed,Male,No,10.62573,0,61.59822,152.4798,5412.512376,0,4,1,0
5872,Rural,3,45,38039.5,Divorced,Male,No,9.772038,0,71.83398,129.9778,6659.547499,0,0,1,0
5873,Urban,3,83,14078.51,Married,Female,No,13.12414,0,71.0114,192.4885,6053.671903,2,1,0,0
5874,Urban,1,30,26139.47,Divorced,Female,Yes,7.733155,0,64.60644,255.1198,6426.687397,2,0,0,1
5875,Suburban,2,31,58304.48,Never Married,Female,No,5.7796,0,50.77685,129.9915,4947.825183,1,2,0,0
5876,Suburban,4,88,17400.04,Never Married,Female,No,5.274699,1,61.00152,229.9931,5482.759209,1,2,0,0
5877,Rural,0,70,35738.78,Separated,Male,No,10.39931,0,60.92178,114.9509,5511.579607,0,3,1,0
5878,Rural,1,77,62309.09,Divorced,Female,No,11.74663,2,64.63019,192.4404,5595.256243,0,0,0,0
5879,Rural,2,62,14744.09,Separated,Male,No,9.358337,0,66.9541,217.4725,6002.159687,0,3,1,0
5880,Urban,4,89,37652.91,Married,Male,No,14.06726,1,71.80429,137.4686,6125.821735,2,1,1,0
5881,Urban,1,40,50465.23,Widowed,Male,No,10.2408,0,37.04125,149.9447,3822.54562,2,4,1,0
5882,Rural,0,88,6015.6,Separated,Male,Yes,9.281327,0,46.55404,220.1185,4194.186085,0,3,1,1
5883,Rural,2,19,13543.51,Separated,Female,No,12.97013,0,65.54969,204.9634,5976.68996,0,3,0,0
5884,Rural,2,88,81253.97,Married,Female,No,8.241715,0,57.18854,159.983,4801.928653,0,1,0,0
5885,Suburban,0,50,137978.3,Never Married,Female,No,10.94259,2,44.89729,172.4567,4323.817647,1,2,0,0
5886,Suburban,3,29,8068.23,Divorced,Male,No,9.92206,0,69.90673,117.4872,6470.044027,1,0,1,0
5887,Rural,0,63,54739.98,Widowed,Male,No,11.59205,0,58.9945,140.0013,5514.922539,0,4,1,0
5888,Urban,3,29,33280.3,Widowed,Female,No,8.904872,0,62.94907,144.9607,5386.649919,2,4,0,0
5889,Suburban,3,69,44042.94,Separated,Female,No,14.90722,0,64.07956,184.967,5655.455765,1,3,0,0
5890,Suburban,2,49,65174.04,Separated,Male,No,6.304058,1,46.55143,129.9621,4616.261041,1,3,1,0
5891,Urban,1,40,15503.73,Separated,Female,Yes,15.33231,3,40.7843,172.4567,4050.379301,2,3,0,1
5892,Urban,0,54,2421.1,Separated,Male,No,11.51282,0,56.03048,167.4564,4821.711621,2,3,1,0
5893,Rural,1,33,43838.7,Widowed,Female,No,8.650524,0,68.89551,152.4798,6083.416035,0,4,0,0
5894,Suburban,3,80,25945.22,Widowed,Male,No,7.080619,1,66.94288,182.4676,5874.695874,1,4,1,0
5895,Urban,1,70,57738.77,Separated,Male,No,12.85404,0,66.52284,127.482,5573.344552,2,3,1,0
5896,Rural,0,34,7936.05,Married,Male,No,10.89278,0,56.28159,139.9792,5070.792059,0,1,1,0
5897,Suburban,2,43,31808.9,Divorced,Female,No,12.0039,0,62.11875,174.9768,5940.705687,1,0,0,0
5898,Suburban,2,26,68169.91,Divorced,Female,Yes,6.075894,0,61.2541,242.6106,6191.579895,1,0,0,1
5899,Urban,8,26,54959.67,Widowed,Female,No,11.86882,0,50.76733,129.9915,5148.146411,2,4,0,0
5900,Suburban,0,19,66370.29,Widowed,Male,No,5.10323,1,71.82846,174.9618,6399.072403,1,4,1,0
5901,Suburban,0,67,35827.4,Never Married,Female,No,17.74581,1,70.73486,154.9618,6518.531089,1,2,0,0
5902,Urban,2,45,21089.21,Widowed,Male,No,8.777909,2,40.12358,202.65,4439.358981,2,4,1,0
